name,City,Sectors,organization_type,Funding Type,Amount,Currency,Money Raised (in USD),website,description,Round,Investors,Announced Date,SIREN,SIRET,Founder
SpinEM Robotics,Saint-martin-d'heres,"MedTech, Robotics",startup,Series A,10000000,EUR,10666075,https://spinem-robotics.com/,SpinEM Robotics is developing a next-generation tracking technology for robotic spinal surgery.,Early Stage Venture,spineart,2024-04-30,,,
Amaya,Bezannes,AgriTech,startup,Pre-Seed,550000,EUR,589483,https://www.amaya.ag,"Amaya AG uses AI to help farmers and input suppliers optimize productivity, drive profitability, and promote sustainable agriculture.",Seed,,2024-05-01,,,
Probabl,Paris,AI & Machine Learning,startup,Pre-Seed,,,,https://probabl.ai,Probabl is a provider of open-source data science and machine learning solutions and services.,Seed,,2024-05-01,,,
Yuzu,Nancy,SaaS & Enterprise,startup,Pre-Seed,700000,EUR,750251,https://yuzu.hr/,"SaaS, Assessment, HR, Recruitment, Gaming",Seed,,2024-05-01,,,
Hairdex,Marseille,"HealthTech, AI & Machine Learning",startup,Pre-Seed,100000,EUR,107179,https://www.hairdex.fr/,Hairloss Tele-Health Platform,Seed,,2024-05-01,,,
3 Les Trois Tricoteurs,Roubaix,Other,startup,Seed,2000000,EUR,2143574,https://lestroistricoteurs.fr,3 Les Trois Tricoteurs is a workshop that reinvents traditional knitting.,Seed,"Autonomie et Solidarité, Segard Masurel",2024-05-01,,,
Farworld Studio,Chasné-sur-illet,"SaaS & Enterprise, Gaming",startup,Seed,,,,https://www.farworld-studio.net/,"Farworld Studio develops an innovative online virtual reality game (SaaS B2C) ""Ascent Quest"".",Seed,,2024-05-01,,,
Istya,Paris,PropTech,startup,Seed,100000,EUR,107179,https://istya.co/,Istya focuses on new ways to provide environmental data to make smart buildings and cities more sustainable,Seed,"Airbus Développement, EIT Climate-KIC",2024-05-01,,,
HouseBase,Rennes,"FinTech, PropTech",startup,Business Angel,800000,EUR,858440,https://www.housebase.io,HouseBase is an investment platform that specializes in real estate club deals.,Seed,,2024-05-02,,,
Libertify,Paris,"SaaS & Enterprise, AI & Machine Learning",startup,Seed,1800000,EUR,1936513,https://www.libertify.com,"The first platform purpose-built to transform complex documents into engaging, interactive experiences - ensuring critical content is seen.",Seed,Business Angels Family Offices,2024-05-05,,,
DeltaWave,Paris,AI & Machine Learning,startup,Pre-Seed,150000,EUR,161558,https://www.deltawave.fr,AI-Driven Deep Learning Platform for Advanced Medical Research,Seed,Antler,2024-05-06,,,
inHEART,Pessac,HealthTech,startup,Series A,11000000,USD,11000000,https://www.inheartmedical.com,inHEART provides cloud-based medical image analysis solutions for cardiac interventions on patients with arrhythmias.,Early Stage Venture,"CWR Funds, Elaia, NACO, SAGANA, Sofia Business Angels Ventures, Vesalius Biocapital Partners, Webit Investment Network",2024-05-06,,,
H Company,Paris,AI & Machine Learning,startup,Seed,100000000,USD,100000000,https://www.hcompany.ai,"Paris-based AI startup developing Agentic Foundation models, founded by Charles Kantor.",Seed,"Accel, Aglaé Ventures, Amazon, Antoine Fabre, Bernard Arnault, Bpifrance Large Venture, Creandum, Elaia, Eric Schmidt, Eurazeo, Financiere Saint James, FirstMark, Motier Ventures, Samsung NEXT, Samsung Ventures, Serena, UiPath, Visionaries Club, Xavier Niel, Yuri Milner",2024-05-07,,,
Cynoia,Marseille,SaaS & Enterprise,startup,Seed,1145000,USD,1145000,https://cynoia.cloud,Cynoia is a cutting-edge SaaS solution designed specifically for B2B businesses.,Seed,,2024-05-07,,,
Gleef,Paris,"SaaS & Enterprise, AI & Machine Learning",startup,Pre-Seed,165000,EUR,177899,https://docs.gleef.eu/,"Gleef is an AI-powered SaaS for B2B that enhances and standardizes copywriting in digital products, replacing localization software.",Seed,Antler,2024-05-09,,,
TETMET,Paris,Other,startup,Seed,1200000,EUR,1293810,https://www.tetmet.net,TETMET is an industrial manufacturing company focused on lattice structure technology.,Seed,"Climate Club, Id4 ventures, Material Ventures, MFG Invest, rpv, SANDS, Super Capital VC, Wendel",2024-05-09,,,
May Health,Paris,HealthTech,startup,Series B,23000000,EUR,24821822,https://mayhealth.com/,May Health develops an innovative solution for Polycystic Ovary Syndrome (PCOS) related infertility.,Early Stage Venture,"Avestria Ventures, Bpifrance, Kidron, Sofinnova Partners, Trill Impact",2024-05-13,,,
Hylé,Aulnay-sous-bois,Web3,startup,Pre-Seed,800000,USD,800000,https://www.hyle.eu/,"Hylé is the modular ZK stack's core layer, providing a secure, decentralized, and censorship-resistant settlement layer for all ZK proofs.",Seed,"Batuhan Dasgin, Bernard Chan, Krane ‎‏‏‎ ‎ ‎‏‏‎ ‎, Nicolas Bacca, Richard Yuen, Robin Davids, StarkWare Industries, Uma Roy",2024-05-14,,,
Oligofeed,Lyon,FoodTech,startup,Pre-Seed,600000,EUR,648834,https://www.oligofeed.com,Oligofeed is an animal micronutrition company that offers food supplements for bees to improve immune systems and the production of hives.,Seed,"CCI Capital Croissance, Établissement Peugeot Frères, The Yield Lab Europe",2024-05-14,,,
TheraSonic,Paris,"MedTech, BioTech",startup,Seed,1000000,EUR,1081390,https://www.therasonic.fr,"TheraSonic aims to revolutionize the treatment of neurological diseases, particularly brain cancers.",Seed,"Institut Gustave Roussy, M2care",2024-05-14,,,
Plantik Biosciences,Paris,"BioTech, AgriTech",startup,Seed,100000,USD,100000,https://www.plantik.bio/,Plantik Biosciences develops new plant breeding technology to create future plants faster.,Seed,AgFunder,2024-05-14,,,
Tandem,Paris,PropTech,startup,Seed,700000,EUR,756973,https://www.tandemcompany.fr,Tandem rents electric bikes for employees and companies.,Seed,"Chantal Baudron, Thibault Bayard",2024-05-14,,,
Hylé,Aulnay-sous-bois,Web3,startup,Seed,2600000,USD,2600000,https://www.hyle.eu/,"Hylé is the modular ZK stack's core layer, providing a secure, decentralized, and censorship-resistant settlement layer for all ZK proofs.",Seed,"Cherry Crypto, Fabric Ventures, Framework Ventures, Frst, Heartcore Capital",2024-05-14,,,
Usual,Paris,FinTech,startup,Business Angel,2500000,USD,2500000,https://usual.money/,The new playbook for financial freedom.,Seed,"Amber Group, Arthur Cheong, DCF GOD, Dewhales Capital, Fernando Martinelli, Fourth Revolution Capital, Georgios Vlachos, Julien Bouteloup",2024-05-15,,,
SOLAYA,Nice,AI & Machine Learning,startup,Pre-Seed,500000,EUR,544417,https://www.solaya.ai/,SOLAYA is a 3D GenAi platform that enables brands to independently create high quality 3D asset,Seed,,2024-05-15,,,
Eclipse,Paris,"AI & Machine Learning, Energy",startup,Seed,5500000,EUR,5988591,https://eclipse-flow.com,Eclipse aims to balance energy by promoting renewable energy deployment through stationary storage solutions.,Seed,Wind,2024-05-15,,,
Sportiw,Savoie,SaaS & Enterprise,startup,Seed,1000000,EUR,1088835,https://sportiw.com,"Sportiw serves as a platform for connecting players, general managers, sport directors, coaches, and agents.",Seed,,2024-05-15,,,
Dipeeo,Paris,"SaaS & Enterprise, LegalTech",startup,Seed,1800000,EUR,1959903,https://www.dipeeo.com,"Dipeeo, a BtoB SaaS automation platform, combines GDPR expertise with a BPO platform to manage clients' compliance.",Seed,"BNP Paribas Développement, Hi Inov - Dentressangle, Soul invest",2024-05-15,,,
Diploide,Rennes,MarTech,startup,Pre-Seed,1200000,EUR,1304137,http://www.d-k.io,"DK specializes in advertising services, offering creative solutions to enhance brand visibility and engagement.",Seed,,2024-05-16,,,
SCOP3,Montpellier,"E-commerce & Retail, CleanTech",startup,Seed,5200000,EUR,5651259,https://www.scop3.com/,SCOP3 is a platform that gives new life to professional equipment.,Seed,"Aris Occitanie, Groupe NICOLLIN, IRDI SORIDEC Gestion, NGB Invest, Sofilaro",2024-05-16,,,
Tulyp,Paris,FinTech,startup,Seed,1500000,EUR,1630171,https://tulyp.io/#top,"Tulyp is a financial service company that offers insure, investment, and secure payment solutions.",Seed,"Kima Ventures, Purple Ventures, Speedinvest",2024-05-16,,,
Siello,Paris,"AI & Machine Learning, PropTech",startup,Pre-Seed,500000,EUR,543981,https://www.siello.co,Siello focuses on simplifying real estate transactions through AI-powered solutions.,Seed,"Bpifrance, Daniel Nguyen, Flag",2024-05-17,,,
Wispra,Villeneuve-sur-lot,SaaS & Enterprise,startup,Pre-Seed,1000000,EUR,1087962,https://www.wispra.fr,Wispra is a SaaS platform that helps brands improve visibility in AI search engines (GEO) and on Google through audits.,Seed,"Antler, FBFC, Tivoli Capital",2024-05-17,,,
Skwheel,Paris,"Mobility & Transportation, Hardware",startup,Seed,1000000,EUR,1087962,https://skwheel.com,"Skwheel, a company that designs and manufactures electric skis.",Seed,"Bpifrance, Normandie Participations",2024-05-17,,,
ADEMUS,Toul,"Mobility & Transportation, Hardware",startup,Seed,600000,EUR,652777,https://atelier-medusa.fr,"ADEMUS manufactures high-end electric motorcycles combined with craftsmanship, new technologies integrating with several innovations.",Seed,"Bpifrance, Caisse d’Epargne, Frédéric PATARD, GROUPE ILP, Julien BARBIER, Région Grand Est, Thierry MANGIN, YEAST",2024-05-17,,,
Eyco,Trets,"Hardware, DeepTech",startup,Series A,16000000,EUR,17407387,https://www.eyco.eu/,Eyco designs and manufactures smart circuits and contributes to the European microelectronics sector.,Early Stage Venture,"Bpifrance, CAAP Creation, Région Sud Investissement",2024-05-17,,,
Kotzilla,Toulouse,"SaaS & Enterprise, PropTech",startup,Seed,1900000,EUR,2063459,https://kotzilla.io/,Mobile Architecture Technologies - open-source tools - SaaS Dev Platform,Seed,Serena,2024-05-20,,,
Wooskill,Paris,SaaS & Enterprise,startup,Seed,2200000,EUR,2389268,https://www.wooskill.com,"Wooskill is a platform to connect with coaches and mentors, in many areas of expertise.",Seed,,2024-05-20,,,
Blue Water Intelligence,Toulouse,"CleanTech, SaaS & Enterprise",startup,Seed,2000000,EUR,2170829,https://bwi.earth,BWI is a company that specialized in the monitoring of inland surface water reserves around the globe.,Seed,,2024-05-21,,,
LiveArts,Paris,"HealthTech, BioTech",startup,Seed,1000000,EUR,1085415,https://live-arts.com,"LiveArts is the reference platform for senior establishments to schedule events, therapeutic workshops, and tailored well-being courses.",Seed,Bpifrance,2024-05-21,,,
Peetchr.ai,Paris,"SaaS & Enterprise, AI & Machine Learning",startup,Pre-Seed,350000,USD,350000,https://www.peetchr.ai/,"Peetchr.ai leverages AI for real-time talent assessment, hiring, and team compatibility.",Seed,Bpifrance,2024-05-22,,,
En Carta Diagnostics,Paris,MedTech,startup,Pre-Seed,1500000,EUR,1623688,https://www.encarta.bio/,En Carta Diagnostics is a state-of-the-art molecular testing platform.,Seed,CentraleSupélec Venture,2024-05-22,,,
IKO & NOTT,Soisy-sur-École,CleanTech,startup,Seed,700000,EUR,757721,https://www.iko-nott.com,IKO & NOTT is an environmentally conscious and recyclable footwear brand.,Seed,Bpifrance,2024-05-22,,,
Matis,Paris,FinTech,startup,Seed,3000000,EUR,3247375,https://www.matis.club/,Matis is a company that create innovative club deals.,Seed,"Alexandre Cadain, Stanislas Poniatowski",2024-05-22,,,
Feelbat,Saint-denis,"Hardware, SaaS & Enterprise",startup,Seed,1000000,EUR,1082458,http://www.feelbat.fr,"Feelbat provides a professional instrumentation tool for monitoring structures, featuring connected sensors for simplified management.",Seed,Apicap,2024-05-22,,,
NcodiN,Palaiseau,"Energy, Hardware",startup,Seed,3500000,EUR,3801497,https://ncodin.com/,"NcodiN develops nanophotonic chips for data transport for processors that improves speed, energy efficiency and heating of the circuit",Seed,"Better Angle, Earlybird Venture Capital, Elaia, OVNI Capital",2024-05-27,,,
Finovox,Paris,"Cybersecurity, AI & Machine Learning",startup,Seed,,,,https://www.finovox.com/,Finovox develops false detection software.,Seed,Ahmed Mhiri,2024-05-27,,,
OpsMill,Paris,SaaS & Enterprise,startup,Seed,,,,https://www.opsmill.com/,Simplify Infrastructure Automation,Seed,"Better Angle, Kima Ventures, OVNI Capital, Partech, Serena",2024-05-28,,,
Lyophitech,Villeurbanne,BioTech,startup,Seed,3000000,EUR,3255388,http://www.lyophitech.fr,"Lyophitech is a freeze-drying, microbiology, probiotics, and the food industry.",Seed,"MBCI Industries, Pulsalys",2024-05-28,,,
Vizcab,Lyon,SaaS & Enterprise,startup,Series A,4500000,EUR,4883083,https://vizcab.io,Vizcab is a develops breakthrough digital solutions Company.,Early Stage Venture,"Brick & Mortar Ventures, Global Brain Corporation, KOMPAS VC",2024-05-28,,,
Supervizor,Paris,"FinTech, SaaS & Enterprise",startup,Series A,20000000,EUR,21702590,https://www.supervizor.com/,Supervizor is the fastest and most comprehensive way to uncover risk in your financial data.,Early Stage Venture,"Adelie Capital, Isai, La Maison Partners, NewAlpha Asset Management VC, Orange Ventures, Wille Finance",2024-05-28,,,
Trendex,Paris,"Entertainment, FinTech",startup,Seed,4000000,USD,4000000,https://trendex.tech/,"Trendex is platform for fan engagement that allows people to buy, sell, and play with their favorite athletes and artists.",Seed,Karim Benzema,2024-05-31,,,
Memorizer,Paris,AI & Machine Learning,startup,Seed,1700000,EUR,1845776,https://memorizer.ai/,Memorizer AI-based mobile application that records data day to day activities of a person.,Seed,,2024-05-31,,,
Rounded,Paris,AI & Machine Learning,startup,Pre-Seed,620000,USD,620000,https://callrounded.com/,The AI-Voice Agent Platform,Seed,Berkeley SkyDeck Fund,2024-06-01,,,
Retab,Paris,FinTech,startup,Pre-Seed,3500000,USD,3500000,https://www.retab.com,"Retab is a developer platform that provides data extraction from any document format, including tables, forms, invoices, and reports.",Seed,"Bpifrance, Entrepreneurs First, Eric Schmidt, Florian Douetteau, Joe Falter, K5 Global, Ketan Kothari, Kima Ventures, Manish Kothari, Mei Z., Olivier Pomel, Rodolphe Saadé, StemAI, Transpose Platform Management, VentureFriends, Ventures Together, Xavier Niel",2024-06-01,,,
MYCOPHYTO,Valbonne,AgriTech,startup,Seed,5000000,EUR,5428251,https://www.mycophyto.fr,MYCOPHYTO is an Effective alternatives to the use of chemical pesticides in agriculture and landscaping,Seed,"Banque Populaire, Bpifrance, Caisse d’Epargne Côte d’Azur, CDG Invest, CHANEL, Crédit Agricole, Noshaq",2024-06-01,,,
Harmattan AI,Paris,"AI & Machine Learning, DefenseTech",startup,Seed,12000000,USD,12000000,https://www.harmattan.ai,Harmattan AI is a technology company that develops AI-powered autonomous systems and software for military and defense applications.,Seed,Atlantic,2024-06-01,,,
Wax,Paris,"MarTech, LegalTech",startup,Seed,700000,EUR,759955,https://www.getwax.io,"WAX is a marketing platform that lets organizations manage a robust, GDPR-compliant whatsApp channel to increase consumer interaction.",Seed,50 Partners,2024-06-01,,,
BioEsol,Grenoble,"AI & Machine Learning, Energy",startup,Seed,15000000,USD,15000000,https://www.bioesol.com,BioEsol provides AI-driven energy-storage systems and software that monitor and optimize electricity use for businesses.,Seed,,2024-06-01,,,
Gama,Ivry-sur-seine,"SaaS & Enterprise, Mobility & Transportation, SpaceTech & Aerospace",startup,Seed,,,,https://www.gamaspace.com/,Gama is a space exploration and interplanetary transportation company.,Seed,EWOR,2024-06-01,,,
Playse,Paris,Other,startup,Seed,900000,EUR,977085,https://playse.fr,Playse is a platform that connects professional football instructors and parents to enroll kids in training sessions around country.,Seed,,2024-06-01,,,
Cynoia,Marseille,SaaS & Enterprise,startup,Seed,500000,EUR,542825,https://cynoia.com,Cynoia is a B2B SaaS that centralizes communication and collaboration tools in an all-in-one dynamic platform,Seed,"216 Capital, Digital Africa, Karim Jouini, UGFS",2024-06-01,,,
Aerleum,Strasbourg,"ClimateTech, Energy",startup,Pre-Seed,125000,USD,125000,https://www.aerleum.com,Aerleum Develops a groundbreaking system that combines CO2 capture and conversion to produce clean fuels and chemicals.,Seed,Norrsken Evolve,2024-06-03,,,
Beans,Paris,"FoodTech, CleanTech",startup,Pre-Seed,125000,USD,125000,https://www.beansclub.fr,Beans is on a mission to fight food waste and rising prices.,Seed,Norrsken Evolve,2024-06-03,,,
BIOPHTA,Paris,"MedTech, BioTech",startup,Seed,6500000,EUR,7089715,https://www.biophta.com,BIOPHTA has pioneered a novel approach to eye care by creating a cutting-edge pharmaceutical platform that enables continuous drug delivery.,Seed,"Elaia, GO CAPITAL, HTL Biotechnology, UI Investissement, Unither Pharmaceuticals",2024-06-03,,,
Optikan,Blanquefort,DeepTech,startup,Seed,830000,EUR,905302,https://optikan.com,Optikan is a deeptech company that offers non-destructive testing techniques using X-rays and terahert z radiation for industrial use.,Seed,"Arts et Métiers Business Business Angels, Bpifrance, Région Nouvelle-Aquitaine, Synergence, Techno'Start",2024-06-03,,,
Viti-Tunnel,Le Haillan,"AgriTech, Hardware",startup,Seed,2000000,EUR,2181451,https://viti-tunnel.com,"Viti-Tunnel is a company that provides retractable tunnel device for vines to protect against rain, hail, frost and weather damage.",Seed,Demeter,2024-06-03,,,
imagino,Cachan,"MarTech, SaaS & Enterprise",startup,Series A,25000000,EUR,27268136,https://www.imagino.com,imagino is a software company that allows companies to connect and activate their customer's data.,Early Stage Venture,"Cathay Innovation, henQ",2024-06-03,,,
Entroview,Paris,"MedTech, DeepTech, Energy",startup,Seed,1600000,USD,1600000,https://entroview.com,Entroview is a deep-tech startup specializing in battery software diagnostics.,Seed,"AFI Ventures, Etienne Hermite, Exergon, Florian Douetteau, Holnest, Kima Ventures, Linksium, Nicolas Steegmann, Rethink Ventures, Thibaud Elziere, Wind",2024-06-04,,,
Decade Energy,Paris,"Mobility & Transportation, Energy",startup,Seed,3600000,EUR,3917412,https://www.decade.energy/,Decade Energy is a logistics electrification and smart energy solution provider,Seed,"Ananda Impact Ventures, Contrarian Ventures",2024-06-04,,,
TurnK,Bordeaux,"SaaS & Enterprise, Entertainment",startup,Seed,2000000,EUR,2176340,https://turnk.co,"TurnK is a first NoCode services Group: Setup Website,CRM, ERP, Ticketing,WebApp,HR",Seed,"GSO Innovation, IRDI SORIDEC Gestion",2024-06-04,,,
Sopht,Villeurbanne,SaaS & Enterprise,startup,Seed,3300000,EUR,3590961,https://sopht.com/en,Sopht is an Environmental Services company that allows organizations to pilot their environmental impact and automate their decarbonation.,Seed,"Axeleo Capital, Climate Club, Evolem Start, Plug and Play, Ring Capital, Ternel, Wind",2024-06-04,,,
Malibou,Paris,FinTech,startup,Seed,3000000,EUR,3264510,https://www.malibou.co,"Malibou is a web tool that enables French SMBs to manage personnel, conduct payroll, and maintain compliance all in one app.",Seed,"BREEGA, FundersClub, Y Combinator",2024-06-04,,,
Nova Carbon,Bordeaux,DeepTech,startup,Seed,1400000,EUR,1523438,https://www.nova-carbon.com/,Nova Carbon's mission is to develop a range of high performance semi-finished products made from recycled carbon fiber.,Seed,"AFI Ventures, Bleu Capital, Epopée Gestion, Kima Ventures, UI Investissement",2024-06-04,,,
QiOVA,Andrézieux,Other,startup,Series A,2250000,EUR,2448383,https://www.qiova.fr/,"QiOVA offers the creation of disruptive products in sectors including industry, medical and luxury goods.",Early Stage Venture,"Crédit Agricole Lhl Capital Innovation, KREAXI, Neyret, UI Investissement",2024-06-04,,,
JABI,Cesson-sévigné,HealthTech,startup,Business Angel,300000,EUR,326219,https://jabi.fr,JABI develops mobile applications and solutions for senior residents to support them in their daily lives.,Seed,,2024-06-05,,,
Nereva France SAS,Nice,SaaS & Enterprise,startup,Pre-Seed,1000000,CHF,1120122,https://www.nereva.com,"The Research & Development division of the Nereva Group, dedicated to the Nereva SaaS platform.",Seed,,2024-06-05,,,
Codspeed,Nanterre,SaaS & Enterprise,startup,Seed,280000,USD,280000,https://codspeed.co/,Measure your performance continuously,Seed,"Better Angle, Techstars",2024-06-05,,,
Kolus,Lyon,MedTech,startup,Seed,600000,EUR,652438,https://www.kolus.io,Kolus is an industrial FSM platform that optimizes after-sales service by structuring diagnostics before field interventions.,Seed,"Evolem Start, Holnest, Jean Paul Genoux, Marc Montrieul, Patrick BERTRAND",2024-06-05,,,
Midipile Mobility,Angoulême,Mobility & Transportation,startup,Seed,2000000,EUR,2174792,https://midipile.eu,Midipile Mobility is a B2B subscription-based turnkey service for logistics professionals.,Seed,"Ademe, ADI Nouvelle-Aquitaine, Arts et Métiers Business Business Angels, Bpifrance, Chaudronnerie Lespinasse, Team for the Planet, WeLike",2024-06-05,,,
Deemea,Paris,"BioTech, MedTech",startup,Seed,4000000,EUR,4349585,https://deemea.com,Re-imaging biomedical research,Seed,"Karista, YZR Capital",2024-06-05,,,
CircularPlace,Paris,SaaS & Enterprise,startup,Seed,900000,EUR,978657,https://circularplace.fr,CircularPlace is a SaaS B2B platform that empowers companies to turn reuse into a profitable opportunity,Seed,"Aticco Ventures, Leadership Growth Holding, Techstars",2024-06-05,,,
Fullwhere,Paris,AI & Machine Learning,startup,Seed,1300000,EUR,1413615,https://fullwhere.com,Fullwhere is an information technology company that provides AI Solutions,Seed,"Aonia Ventures, Kima Ventures, ZEBOX Ventures",2024-06-05,,,
Seventee,Lyon,"SaaS & Enterprise, PropTech",startup,Seed,1300000,EUR,1413615,https://www.seventee.com,Seventee is an augmented SaaS platform designed for real estate agents to streamline rental process.,Seed,"Ciléad, GALYO, Kanopee, NOVEA Immobilier",2024-06-05,,,
Hipli,Le Havre,E-commerce & Retail,startup,Seed,5000000,EUR,5436981,https://hipli.fr,"Hipli is a reusable, eco-friendly packaging solution that offers a sustainable alternative to plastic packaging for e-commerce businesses.",Seed,"Ademe, Antoine Pottiez, Bpifrance, Citeo, Credit Mutuel",2024-06-05,,,
Dealt,Levallois,Other,startup,Series A,6000000,EUR,6524377,https://www.dealt.fr/,Service is the new bestseller,Early Stage Venture,"GO CAPITAL, Holnest, La Poste Ventures, Melting Capital, NEO FOUNDERS, One Green, XAnge",2024-06-05,,,
kano.care,Paris,HealthTech,startup,Pre-Seed,,,,https://www.kano.care/fr,Online men's health clinic,Seed,ULTRA.VC,2024-06-06,,,
vorteX-io,Toulouse,"CleanTech, SaaS & Enterprise",startup,Seed,2900000,EUR,3158598,https://www.vortex-io.fr,vorteX-io is a flood warning and forecasting system meant to monitor watercourses and reduce flood risk.,Seed,"AFI Ventures, Banque des Territoires, MAIF Impact, SpaceFounders",2024-06-06,,,
Continuity,Paris,FinTech,startup,Series A,10000000,EUR,10891716,https://www.continuity-tech.ai/,"Continuity, uses AI to help insurances improve underwriting for SME’s.",Early Stage Venture,"115K, Bpifrance, Elaia",2024-06-06,,,
FeetMe,Paris,HealthTech,startup,Series B,,,,http://www.feetme.fr,FeetMe is a digital health company that provides a technology platform for in-clinic and real-world gait and activity assessments.,Early Stage Venture,"HAX, SOSV",2024-06-06,,,
Veeton,Paris,"MedTech, AI & Machine Learning",startup,Pre-Seed,2000000,EUR,2161461,https://veeton.com,Veeton is the creator of an artificial intelligence-powered platform for automated fashion imaging.,Seed,"Armilar Venture Partners, Founders Future, Julien Chaumond, Kima Ventures, Thibaud Elziere, Xavier Court, ZEBOX Ventures",2024-06-07,,,
Showplace,Levallois-perret,PropTech,startup,Seed,420000,EUR,453907,https://www.showplace.fr,Showplace is a B2B company that allows brands to sell their products directly to rental companies and provides concierge services.,Seed,"Bpifrance, Investessor, WeLikeStartup",2024-06-07,,,
Horse Republic,Boulogne-billancourt,Entertainment,startup,Seed,323100,EUR,349184,https://horserepublic.com,"Horse Republic is a mobile app that allows access to live streaming of horse-riding, horse care, e-classes for yoga, and other sports.",Seed,,2024-06-07,,,
Eben Home,Paris,PropTech,startup,Seed,1000000,EUR,1080731,https://www.ebenhome.co,Eben Home is a project management and furniture selling platform for interior designers,Seed,"Alexa Funès, Arthur Perticoz, Clément Alteresco, Clint Capital, Upscalers",2024-06-07,,,
Spiko,Paris,FinTech,startup,Pre-Seed,4000000,EUR,4296026,https://www.spiko.io,"Spiko is a fintech company that focuses on tokenized financial instruments, particularly money market funds.",Seed,"Adrien Montfort, Blockwall, Bpifrance, Financiere Saint James, Frederic Montagnon, Frst, Jean Charles Samuelian, Kima Ventures, Nicolas Bacca, Valentine Baudouin",2024-06-11,,,
Kelvin,Montreuil,"Energy, SaaS & Enterprise",startup,Seed,5000000,EUR,5370033,https://www.go-kelvin.com/,Accompagnez efficacement les projets de rénovation énergétique de vos clients avec kelvin.,Seed,"Kima Ventures, Motier Ventures, Racine2, RAISE, Seedcamp, Serena",2024-06-11,,,
Otami,Pau,FoodTech,startup,Seed,800000,EUR,859205,https://www.otami.fr,Otami is an innovative startup that specializes in bakery and restaurant management software.,Seed,The Moon Venture,2024-06-11,,,
ZELIQ,Paris,"SaaS & Enterprise, AI & Machine Learning",startup,Seed,9200000,EUR,9880860,https://www.zeliq.com/?utm_campaign=First%20Beta%20testers&utm_source=Product%20Lead%20Growth%20from%20Email&utm_medium=PLG&utm_term=EMAIL&utm_content=0623,Find buyers. Hit sales numbers!,Seed,"EXOR N.V., Resonance",2024-06-11,,,
Adcytherix,Marseille,BioTech,startup,Seed,30000000,EUR,32220197,https://www.adcytherix.com,Adcytherix is a biopharmaceutical firm that specializes in the development of new antibody drug conjugates (ADC).,Seed,"Dawn Biopharma, Pontifax, Pureos Bioventures, RA Capital Management",2024-06-11,,,
Mercateam,Aulnay-sous-bois,SaaS & Enterprise,startup,Series A,5000000,EUR,5370033,https://merca.team,Mercateam specializes in developing staff management software.,Early Stage Venture,"Isai, OSS Ventures, Ternel",2024-06-11,,,
Mistral AI,Paris,"SaaS & Enterprise, AI & Machine Learning",startup,Series B,468000000,EUR,502635075,https://mistral.ai,Mistral AI is an AI platform that provides large language models and AI services tailored to diverse enterprise applications.,Early Stage Venture,"Andreessen Horowitz, Belfius Bank, Bertelsmann Investments, BNP Paribas, Bpifrance, Cisco Systems, DST Global, Eurazeo, General Catalyst, Hanwha Asset Management, Headline, IBM Ventures, Korelya Capital, Latitude, Lightspeed Venture Partners, Millennium New Horizons, NVIDIA, Salesforce Ventures, Samsung Venture Investment, Sanabil, ServiceNow Ventures, SV Business Angel",2024-06-11,,,
YesWeHack,Paris,Cybersecurity,startup,Series C,26000000,EUR,27924171,https://yeswehack.com,Global Bug Bounty & Vulnerability Management Platform,Late Stage Venture,"Adelie, Bpifrance, Eiffel Investment Group, Open CNP, Seventure Partners, Wendel",2024-06-11,,,
OSMOS X,Rennes,"Mobility & Transportation, SpaceTech & Aerospace",startup,Seed,2000000,EUR,2162548,https://www.osmos-x.com,"Osmos X is an industrial business that develops, manufactures, and operates orbital service vehicles for orbital transfer.",Seed,"Audacia, RYMD Kapital",2024-06-12,,,
JUST,Paris,"FinTech, E-commerce & Retail",startup,Seed,,,,https://www.getjust.eu,JUST is a platform that streamlines e-commerce checkout processes for brands.,Seed,FJ Labs,2024-06-12,,,
New Tales,Paris,Gaming,startup,Seed,8500000,EUR,9126909,https://www.newtales.com,"New Tales develops and publishes games, focusing on original IPs and supporting partner studios.",Seed,"Aglaé Ventures, BITKRAFT Ventures, Motier Ventures",2024-06-13,,,
Ray studios,Paris,Entertainment,startup,Series A,3000000,EUR,3221262,https://www.ray-studios.com,"Ray Studios is a tattoo removal studio that uses picosecond lasers, and treatments are performed by licensed doctors.",Early Stage Venture,"Banque Populaire Rives de Paris, Bpifrance, Nickleby Capital",2024-06-13,,,
Quantiq.io,Paris,"HealthTech, MedTech, AI & Machine Learning",startup,Seed,1600000,EUR,1715617,https://quantiq.io,Quantiq is an AI video-based health monitoring solution that transforms any webcam or smartphone into a medical device.,Seed,"Graines de Boss, Sylvain Grande, The Moon Venture",2024-06-14,,,
Omi,Paris,"E-commerce & Retail, Entertainment",startup,Series A,13000000,EUR,13961905,https://www.omi.so,Omi is a 3D application that offers e-commerce and social media solutions.,Early Stage Venture,"Dawn Capital, Founders Future, Motier Ventures, Paul Robson",2024-06-17,,,
Loewi,Paris,E-commerce & Retail,startup,Pre-Seed,390000,EUR,418811,https://loewi.fr/,Loewi is a B2B full-stack refurbisher providing circularity solutions for Btob's wishing to resell and sell !,Seed,Antler,2024-06-18,,,
